BBB2405	Arizona's most beautiful city, Sun City
AAA6931	Gifts That Men Prefer
BBB1670	come as you are... hungry
AAA2645	So smooth -- world's best selling Scotch
AAA0277	Untitled
BBB6606	Carracuda Plymouth
AAA7448	Have you tried it?
AAA2727	PEPSI...it's got a lot to give
AAA1327	Savings + Quality Everyday
AAA8543	You know it's good!
AAA1164	Give Royally
AAA8422c	Untitled
BBB3316	American Airlines, air travel, Electricity/Electric Blanket, Health Care (3 advertisements)
AAA8015	In Los Angeles Industrial Center of the West
BBB5418	Dorman's  Old Mill Tavern Waterford  Lunch Dinner
AAA4357	The Magic of the Supercharger Brought to the Lower-Price Field!
BBB0328	Ford Team 1 cent Wagon Sale
AAA2667	Usher's Green Stripe Scotch
AAA1975	American Standard ELECTRA-PAC heats and cools
BBB2916	Motta marrons Glaces Chocalats Nougat Gelati Crackers
BBB5593	Untitled
BBB3598	Untitled
BBB3400	Keeps your car on the go
BBB1460	Legend City Family Fun Park
AAA5721	My Master Prefers Melrose Rare
BBB6319	Red and White for the winter blues
AAA2377	First Federal's six per cent. A better offer.
BBB2822	In sun or shade... THE BEST BREW MADE!
BBB5849	Untitled
AAA9714	Seagram's V.O. Canadian
AAA1386	Diet Pepsi tastes great in cans
BBB0580	Who Offers 2 Year 50,000 Miles Factory Backed Warranty
AAA3488	the Scotch that never varies!
BBB5622	The pause for people on the go
AAA9293d	Kent Smokes...And That's Where It's At
AAA1759	No Change In Game Plan For 1971!!!
AAA4116	Over 1 million served.
BBB1530	treat yourself Royally
BBB0925	Long haul drivers, watch the road.
AAA2847	Service -- Sales
AAA8137	America's Most Sensational Shoe Values
AAA9578	Generation gap? never heard of it.
AAA0548	real gusto in a great light beer
BBB2099	You get more to love in a Continental Home
AAA9222	Interntional organization, Religion (3 advertisements)
AAA8454	Untitled
AAA8963	Cola, Tuna (2 advertisements)
BBB2474	Arizona Skies
BBB3747	Howard Baker Our Leader
AAA2744	The Deliciously Different Soft Drink
AAA7690	Ice cream makes everyday a Sundae.
BBB1038	Exciting Ice Hockey at the Coliseum
BBB4730	Merchants National Bank & Trust Company  Third & Jefferson
BBB6840	Good Morning After!*   *Sal Hepatica at bedtime
AAA2930	building Arizona is our ONLY business
BBB3177	Cleans AND Disinfects. New Aerosol.
BBB3582	Welcome OAAA 8th Legal Legislative Seminar
BBB2595	Let's make every day Safe Driving Day!
BBB1102	550,000 Potential Customers
AAA2015	Lowest New Car Rates. 5 1/2%. annual percentage rate 10.2%
AAA5120	Don't Put Your Secret Here!  We'll All Know Your Business
AAA4446	For A Presidential Year. Zenith Radio
BBB5729	Streamlined and Super  Sioux City's Greatest...Hotel Martin  Food Fountain
BBB2683	[Unreadable]
AAA5251	Freeze Em-Mm
AAA5352	The Two Most Trusted Words in Meat...Swift's Premium
BBB0571	Ride With The Winner
AAA4030	Chevrolet dealers, Ballentine Ale Beer, Heinz Ketchup (3 advertisements)
AAA9452	Authentic. Dewar's ''White Label.'' the Scotch that never varies!
BBB1599	Morris County Thanks BILL HUBER
AAA4112	Tanqueray. Own a bottle.
AAA9919	Car Wars
AAA9482	Dewar's never varies!
AAA8534	Untitled
BBB3392	Best For Wear and Weather
BBB3307	Keeps your car on the go.
AAA1935	Go Farther with Signal. Purolator Filters
AAA2514	BE BRIGHT ABOUT LIGHT
AAA8461a	Camel Lights
AAA3456	Join the Carstairs Crowd.
AAA1126	It's variety time... drink Barq's.
BBB1512	10 great restaurants in 1....
AAA2026	Enter the WHATSHIZNAME Contest.
AAA4883	Early birds get the best new car deal! Get the best deal on a new '68.
AAA5112	David Belasco Presentation, Kuppenheimer Clothes, Lion Brand Condensed Milk, Oasis Egyptian Cigarettes, Cort Theatre Production (5 advertisements)
AAA0314	Untitled
BBB0629	Mexico
AAA4728	No. 11 Taxes EVERYBODY'S Wages, Food--Ups Living Costs 12% to 25%--Vote NO on 11
AAA6474	No 'Crush' Like An Orange-CRUSH!
BBB1068	Support the Phoenix Open
AAA9384	The Soft Whiskey
BBB3633	Untitled
AAA1552	Untitled
BBB1084	Have a Christmas Ball...with our Suns
AAA6202	Drive-thru Banking right here!
BBB1912	When you want NEWS... you want 12
BBB3915	John M. Smyth Company 85 YEARS OF GUARANTEED QUALITY
BBB2706	Untitled
BBB1776	KRIZ Really Grabs You!
AAA7184	Distinctive--but not expensive
BBB4222	Freedom of choice...McCann for Mayor in '81
BBB3890	Burdsal's QUALITY PAINTS
BBB2196	Park Riviera Townhouses.
BBB3319	Quiet as a Ford
AAA2872	MOBILE HOME LOTS FOR SALE
AAA4080	MEET PLAYERS. Select Blend.
AAA4595	Franklin Federal
BBB3923	Untitled
AAA7231	Gifts of Distinction
AAA8425b	Camel Filters Satisfaction
AAA0269	Untitled
AAA1200	Free Newcomers Information Service
AAA0028	Young Men insure your future
BBB6676	Ford   The new fords are here now
AAA9669	Taste the best of America.
AAA9515	Join the swingers
BBB5556	Detroit's Only Store Devoted Exclusively to Clothes Flor Stout Women  Lane Bryant
BBB3025	All True-Blue British Hearts of Oak....
AAA5789	Gas Heat, utility, Gas Hot Water, utility, Worthington Climatrol Heating and Cooling (3 advertisements)
BBB0349	Cougar!...the elegant savage!
AAA5514	Untitled
BBB5506	The Family of Fine Foods...Weingarten's
BBB3495	Camel Filters Satisfaction
AAA7491	Take your children to church
AAA8751	Cola, Ketchup (2 advertisements)
BBB6386	keep cozy Mister, with... Gas Heat
BBB1135	Stop! at the...Caravan Inn
BBB5379	Fred Harvey Harlequin Room  Distictive Reasonable Prices
BBB5906	own a restricted homesite at Lake Arrowhead $1000 and up  The Frank Meline Co.
BBB5416	Swift Creek Farms Restaurant
BBB0730	Come fly the Sun
AAA3229	Try it ... you'll like it
AAA2735	NO DEPOSIT
AAA6232	Big 3 Egg Breakfasts!  Anytime!
AAA1930	A Color TV Christmas
AAA6723	Refreshing as the land of sky blue waters
BBB1802	No. 1 KRUX
BBB2161	Fountain of the Sun.  Town Houses, Mobile Homes, Cabana Homes.  McDowell to Mesa.
AAA3924	Whiskey, Gasoline? (2 advertisements)
BBB4868	PNE Pageant of the Pacific.  Aug. 17 to Sept. 2 (except Sundays)  Vancouver, Canada
AAA8273a	Benson & Hedges 100's, I Like Your Style
AAA8238	Good to the Last Drop
AAA7209	Now showing in our windows: ''Know Your Furs'' Style Show
AAA1806	The Bank For Service!
AAA6740	Year's Best Seller
AAA1388	Signal Purolator Filters, Bill Luke Chrysler (2 advertisements)
AAA5564	Friend of the Family...When Needed Most...Appoint Us Your Executor and Trustee
BBB2536	Grossinger's Rye, Canned pineapple, Campside Beans (3 advertisements)
AAA1595	Hanoi. Release John Nasmyth.
BBB0957	April 16-May 13 Juliet Prowse, Smothers Brothers
AAA9979	You're in A-1 country ENJOY IT
BBB2319	For $129 a month you can own a piece of America.  Vista Grande - 19th Avenue & Southern.
AAA3307	Our sun day best
BBB6153	Hottest Coupons in Town!  rainbow foods
AAA6851	Hanes' No-Seam Hosiery at Haggarty's--We Guarantee All Our Hosiery
AAA7023	Untitled
AAA7543	IT COSTS MORE TO MAKE... BUT Only Budweiser tastes like... Budweiser
AAA1990	Montgomery Ward ELECTRA-PAC heats and cools
BBB0039	Fastest Straw in the West
BBB0856	DENVER
BBB2170	Fountain of the Sun.  Turn Left.  80th Street.
AAA6586	Go Yellow Cab; No traffic worries
AAA0753	Cola, Soup (2 advertisements)
AAA8050	LOANS
BBB5250	Welcome To Kansas City  a fine place to work...
AAA3059	Authentic. Dewar's ''White Label'' the Scotch that never varies!
AAA6737	Now--Giant Pepsi 2/39c
BBB0327	''Deals sweeter than swiped watermelons''
BBB5489	Coward Comfort ...fro 68 Years   Stores in New York and Brooklyn
AAA1396	Gang up on thirst
AAA4270	My word! A reserved seat L.A. to London Just $559 Roundtrip.
BBB5830	Mortgage and loan, electric refrigeration (2 advertisements)
AAA5196	Come to Marlboro Country
BBB4393	Friends don't let friends... drive drunk.
BBB0249	Feel Sure with the Front-Runner!
BBB1610	There are 28.3 grams in an ounce. (Think metric)
BBB5181b	Untitled
AAA9312	If you can give a better Bourbon...give it!
BBB3415	How green is our valley
AAA8477	Keep FIT this summer
BBB2446	Sign of Action
AAA4223	PRESENTING STERLING LIKE NO OTHER.
AAA7657	$29.95 per day; Unlimited mileage
BBB1554	Only 4 minutes to... Phoenix finest
AAA2406	Careful, don't waste a drop... it's Old Smuggler Scotch.
AAA8731a	Untitled
BBB1058	J.C. Agajanian presents: 150 Mile Jimmy Bryan Indy Car Race
BBB5163	Untitled
BBB6028	fresh Butter-Nut Bread At All Grocers  Purity Baking Company, El Paso, Texas
AAA2587	Live for today, save for tomorrow.
AAA1335	Gayla in no deposit cans
AAA4113	Computer Furniture.... Fast. Rt. 17 [letter obscured by streetlamp]yndhurst. Rt. 17 Paramus.
BBB1166	Las Vegas put yourself in our place
AAA5527	Do Your Savings:  Earn 3.5%
BBB5898	Bridle Paths  Golf  and Country Club District
AAA6331	Doesn't Take Much to Ruin a Smile-Call Your Dentist Today
AAA3546	Now ... at First National Bank. Exclusively
BBB3766	Thanks for joining us Senator John Melcher.
BBB2558	DRIVERS - Don't forget you walk too!
AAA0728	Look Ma, No Holes!
AAA5070	Untitled
BBB6585	Untitled
BBB1603	Jimmy took a ''TRIP'' he's never coming home.
AAA9836	Sing out for more Flavor
AAA7612	On the Mississippi at Dubuque, Iowa
BBB2815	You've come a long way, baby.
BBB2571	Let's make every day Safe Driving Day!
AAA8724b	So thick and rich, it was worth waiting for
AAA8138	10 Checks for $1
AAA2528	3 MI-BELL RD. EAST 5 MI-THUNDERBIRD ACCESS 8 MI-DUNLAP AVE
AAA6965	California Wines At Their Best
AAA6873	90-Day Charge Account at Haggarty's
AAA2186	Now Welcome at Rhodes
AAA1100	SYMBOL OF QUALITY SERVICE ... SOUTHERN ARIZONA BANK
BBB4100	Untitled
AAA2461	Western Outfitters
AAA8208	Agreed --its flavor is incomparable
BBB5493	Hear Ye!  February Sale of Furniture  The Friendly Furniture Store Weyand's
BBB4574	Pure Bliss...For Your Lips to Hug...Ruy Lopez Key West Cigars..The best Bit Cigar on the Market
AAA2953	Masonry Requires Less Maintenance
BBB5989	?
BBB1602	Morris County Thanks BILL HUBER
AAA7634	Top Money; Best yields on savings!
AAA0554	Get your new [S&H Green] Stamp Catalog today!
BBB1214	Restaurant & Cocktail Lounge
AAA0865	Enjoy shopping famous-name stores at beautiful...
AAA7212	Dedicated to improved appearance...Quality furs--Popularly Priced
AAA2566	Authentic, Dewar's ''White Label,'' the scotch that never varies
AAA0518	money goes farther in a Chevy
AAA7830	Stoneman Press Printers
AAA6380	Playtime Clothes
AAA1379	it hasta be Shasta
AAA9971	Go Lancers For Sheer Pleasure
AAA3969	Admiral Television Sets, RCA Victor Television Sets (2 advertisements)
AAA0050	The Family that Prays Together Stays Together, Hear Family Theater and Marian Theater Weekly on the Mutual Net Work
AAA0860	Now... a higher rate on savings accounts
AAA7389	It's Snow World at Sea World
AAA3075	Kick off the season with ASU Sun Devil Football. [picture of master charge card] for season tickets
BBB3885	Farther than ever ahead of its field... MERCURY
BBB5707	Honor Brand Pure Strawberry Preserves  Quality for 29 Years
AAA0072	Coca-cola, Red Cross (2 advertisements)
BBB5217	Kraft ''Philly Dips'' tate better with...Fritos
BBB6254	Untitled
AAA6567	Ted Lewis and his 30 famous entertainers
AAA2452	[unclear] Position for Living 1969. Sun City.
AAA5910	This office is ready for tomorrow
BBB2267	Moon Valley North is now open
AAA2841	Aluminum, steel, tools, supplies.
AAA5002	Coca-Cola, soft drink, Bromo-Seltzer [Bromo Seltzer] medicine, Hatter Men's Clothing, Jumbo Coal Automobile, Wesson Cooking Oil, [Taking Cigars?], Mason's Clothier (7 advertisements)
AAA2247	INSURED 7-1/4% interest
AAA7323	Bigger Better Burgers with Corn on the Cob
AAA6490	Enjoy the Pause That Refreshes At Home
BBB5112	Wake Up America!
BBB5995	Chevrolet Turbo-Fire, Coca-Cola soft drink, Amoco Gasoline (3 advertisements)
AAA8848	Come to where the flavor is. Come to Marlboro Country.
AAA1980	Keep cool with an air conditioner...  In your New Charlie Rossi Ford. Camelback & Scottsdale.
AAA5010	Best You Can Buy!
AAA6587	East 9:30 PM; Empire Builder
AAA5230	Real Gusto In a Great Light Beer
AAA1018c	One success leads to another.
AAA7957	Rosedale Garden real estate, Louis O'Connor real estate, Ide & Meginnity realtors (3 advertisements)
AAA4082	Tanqueray. Own a bottle.
BBB5639	For Your Protection and Service  AAA  Join the Johnstown Motor Club
AAA7292	WOW...And We're All Natural Too!
AAA3849	For Hot Water Luxury Rely on Rheem. Ask your plumber!
BBB5713	Armour So good 'n' fresh!  Armour pork sausage  Made today right here is Sioux City
AAA5260	Freeze Em-Mm
BBB2102	Your Saturday lawnwork when you live at Continental Villa Townhouses
BBB5013	Keep Ocean TWSP Clean Clean-Up Month April 15-May15
AAA8385a	''B&H, I like your style!''
BBB4819	Chevrolet Cars, 1936 Oldsmobile car (2 advertisements)
BBB5831	Untitled
AAA6035	Untitled
BBB0035	Free Basketball Tickets
AAA0365	things go better with Coke.
BBB2671	[Fire Safety ?], Coca-Cola (2 advertisements)
BBB1671	come as you are... hungry
AAA8398b	Broadway - Buffums - Montgomery Ward
BBB6460	one, two, three and you're Fast Asleep   Perfection Mattresses and Springs
AAA0856	Ketchup, Cola, Gefilte fish (3 advertisements)
AAA7341	Me and My RC
AAA9603	World's best seller
AAA6762	Finest Ham in a Can
AAA4890	Safeguard your most precious possession
BBB4845	Midsummer's Dream
BBB2618	DRIVERS-- Don't forget you walk too!
AAA0417	Right on the nose for refreshment!
BBB3845	Helps Build Strong Bodies 8 Ways
BBB1435	107 Miles to Grand Canyon National Park
AAA6389	New.  World's Largest Live Shark Exhibit
AAA7653	Tom's in town at Kash n' Karry
BBB2470	Estrella Dells
BBB2742	Bread, Cigarettes (2 advertisements)
AAA4767	A New Beverly Hills Haggarty's--Opening February 5th
AAA1003	One success leads to another.
AAA0338	Untitled
AAA2762	Ten years together.
AAA0595	Crisp!
BBB2572	Let's make every day Safe Driving Day!
BBB4952	Central Outdoor Markets Policies
BBB6457	Nothing's too good for my baby Borden's Golden Crest
BBB6863	Uniform Heat. American Radiator Company.
BBB2116	Wonder-Full
AAA3713	Seagrem's Seven Crown
AAA0078	Be partners in crime prevention
AAA7727	Time for a check up
BBB6829	Star of every production  A ''Super Cinephor'' Lens
AAA6169	Hash Browns with Breakfast
AAA6468	Keep 'Em Happy--Buy Defense Bonds
BBB3000	Loftis jewelry watches diamonds, Jonasson's (2 advertisements)
BBB6468	The Palatable Condensed Dog Food  Friskies Goes Farther
AAA8732c	New York, you're had it. So often, in fact, it's your no. 1 sauce.
AAA6043	Untitled
BBB2567	SLOW DOWN and Live
AAA1299	Coming Soon... Gift Stars For Free Gifts
AAA6473	It's Smart to Serve Pureta Skinless Frankfurters
BBB6432	Constant Cold  Kelvinator
AAA6373	Richest, Freshest, Creamiest, Irishest
AAA7610	Oak Tree at Santa Anita
AAA8039	California...here I come!
BBB6110	Sail South This Smooth Silent Way Eastern Air Lines
AAA0836	Prestige Office Space
AAA5128	World's Finest Wall Paint
BBB0428	1971 Chevrolet Beautiful Brown & Hoeye will sell you one Honestly!
AAA3732	O'Neill's
AAA8778	Circus, Anti-litter campaign (2 advertisements)
AAA8010	California Bank serves industry in Los Angeles area
AAA3635	ENTZ-WHITE
AAA3563	now people who Count ... enjoy FREE checking
BBB0778	When you're happy, we're happy.
BBB4519	Various Headlines from War Posters
AAA6895	Easter Will Endure
AAA0421	Now at POPULAR PRICES
BBB1967	Two New Stores!   Nine Stores in the Valley
AAA6437	Make Sure You Get Golden State Ice Cream
BBB2323	Staggs-Bilt means better built homes.  Casa Mesa.  Mesa Drive at Southern.
BBB3566	Toys.  Belk's of Florence.
AAA4800	Untitled
AAA0336	Untitled
BBB2927	TAME A MAN'S THIRST. CRACK A CARLING.
BBB4644	Untitled
AAA6067	Come To Where The Flavor Is
AAA3460	The perfect martini gin.
AAA1812	Play it safe
BBB4652	Untitled
BBB2419	Thunderbird Custom Homes
AAA3803	Stage Door Delicatessen Restaurant, Mayfair Hotel, Kelly-Buick, Theatrical Restaurant, Plaza Restaurant (5 advertisements)
BBB2105	Continental Homes
BBB1211	Restaurant & Cocktail Lounge
BBB1354	Don't Just Check The Anti-Freeze
AAA5165	Untitled
AAA0543	The two most trusted words in meat
AAA1976	Mobil THIS EXIT. FREE coffee. Refrigerated lounges. Trailer service.
BBB0358	SPIRIT OF '72
BBB3707	Untitled
AAA2072	Drink Barq's... a family refreshment Bargain!
AAA6760	Now in a Convenient New Package!
AAA3360	2 MILES
AAA3240	From the Canadian rockies
AAA9805	Yellowstone. No. 1 in Kentucky, home of Bourbon.
AAA5748	Untitled
BBB5724	Um-m-m-m! Heavenly agar ham
AAA7058	For Young Women Going Places...Jantzen
BBB3460	Untitled
AAA0794	Elect Bob Stark Your County Supervisor
AAA0907	Buckle Up for Safety
BBB4284	Untitled
BBB3451	Feed our feathered friends this winter! A Stoner System Public Service for the Birds.
BBB2795	Miller High Life The Champagne of Bottle Beer
AAA2723	SPORTSMAN SWEEPSTAKES
BBB1387	Tempe, Mesa, Phoenix
AAA4236	THE JOY OF SIX. TASTES GREAT, LESS FILLING
AAA1151	Teller
BBB2041	Grand Opening  The Magnificent Escape!
AAA4105	BAILEY'S Original Irish Cream. Give the taste of magic.
AAA8183	Harvey Poster Advertising Company
BBB2847	The Natural Foods For Cats
BBB0949	Jan 21-Feb 3 Smothers Brothers, Vikki Carr
AAA7942	Majestic Hotel and Bath House, Blank Jewelry Co., Pearl Jewelry Co. (3 advertisements)
BBB1762	Carmen Zamora Says... LISTEN TO KRIZ FOR THE GROOVY SOUNDS!
BBB0824	New York Chicago
AAA5511	Untitled
AAA6703	Untitled
BBB4750	So you'll know   City National Bank   Since 1890
BBB0122	Save Big! One Way-Quarts
BBB1962	Ryan Evans  High on quality, low on prices
AAA3745	NO CHANGE IN GAME PLAN FOR 1971!!!
BBB4670	Corvair '65 Chevrolet
AAA0120	Great Bargain Lists, Strout Reality Since 1900
BBB5329	All The Sports with Don Dahl KDAL ''On The Sidelines''  6:10 and 10:15 P.M.
BBB4752	If you ''Save'' - You get things.  Start a Bank Account.  Lincoln National Bank.
AAA4761	At Haggarty's We Guarantee All of Our Hosiery--Hanes Seamless Nylons
BBB5846	Untitled
AAA3879	Welcome to BALTIMORE
AAA8445b	Come to where the flavor is.
AAA4952	Untitled
AAA6329	He Gets Things Done!
AAA3176	all the flavor you want
AAA1934	You may win a MOTOROLA Color TV. FREE! See Your Dealer Today!
BBB3678	Untitled
BBB0927	Smart Buyers Specify Hopper
AAA2310	Best Wrinkle Remover! Largest - Fastest - Under $130.00. Buy 'er a NORGE dryer
BBB2509	Grossinger's Rye, Heinz campside beans, Libby's fruit cocktail (3 advertisements)
BBB6126	Untitled
BBB1915	Bob VachÃ„ sports  KTAR TV 12
AAA5089	Rheingold Extra Dry Beer, Ringling Bros. Barnum and Bailey Circus (2 advertisements)
BBB0970	18 Hole Golf Course - Restaurant - Cocktail Lounge
AAA1895	for gracious living buy a Gas Light
BBB2526	now it's Pepsi for those you think young
BBB5844	Untitled
BBB5884	Highland-On-The-Lake  Sensibly Restricted Large Building Sites  Beautiful Beach
AAA1898	Gaslight. Enjoyment Beauty Security. From $36.95 plus installation.
